id,title,authors,year,venue,search_strings
95,Enhanced fusogenicity and pathogenicity of SARS-CoV-2 Delta P681R mutation,Akatsuki Saito; Takashi Irie; Rigel Suzuki; Tadashi Maemura; Hesham Nasser; Keiya Uriu; Yusuke Kosugi; Kotaro Shirakawa; Kenji Sadamasu; Izumi Kimura; Jumpei Ito; Jiaqi Wu; Kiyoko Iwatsuki‐Horimoto; Mutsumi Ito; Seiya Yamayoshi; Samantha Loeber; Masumi Tsuda; Lei Wang; Seiya Ozono; Erika P. Butlertanaka; Yuri Tanaka; Ryo Shimizu; Kenta Shimizu; Kumiko Yoshimatsu; Ryoko Kawabata; Takemasa Sakaguchi; Kenzo Tokunaga; Isao Yoshida; Hiroyuki Asakura; Mami Nagashima; Yasuhiro Kazuma; Ryosuke Nomura; Yoshihito Horisawa; Kazuhisa Yoshimura; Akifumi Takaori‐Kondo; Masaki Imai; Mika Chiba; Hirotake Furihata; Haruyo Hasebe; Kazuko Kitazato; Haruko Kubo; Naoko Misawa; Nanami Morizako; Kohei Noda; Akiko Oide; Mai Suganami; Miyoko Takahashi; Kana Tsushima; Miyabishara Yokoyama; Yue Yuan; Shinya Tanaka; So Nakagawa; Terumasa Ikeda; Takasuke Fukuhara; Yoshihiro Kawaoka; Kei Sato,2021,Nature,String A
96,Combination strategies with PD-1/PD-L1 blockade: current advances and future directions,Ming Yi; Xiaoli Zheng; Mengke Niu; Shuangli Zhu; Hong Ge; Kongming Wu,2022,Molecular Cancer,String A
97,Efficient evolution of human antibodies from general protein language models,Brian Hie; Varun R. Shanker; Duo Xu; Theodora U. J. Bruun; Payton A. Weidenbacher; Shaogeng Tang; Wesley Wu; John E. Pak; Peter S. Kim,2023,Nature Biotechnology,String A
98,Molecular Dynamics Simulations in Drug Discovery and Pharmaceutical Development,Outi M. H. Salo‐Ahen; Ida Alanko; Rajendra Bhadane; Alexandre M. J. J. Bonvin; Rodrigo V. Honorato; Shakhawath Hossain; André H. Juffer; Aleksei Kabedev; Maija Lahtela‐Kakkonen; Anders S. Larsen; Eveline Lescrinier; Parthiban Marimuthu; Muhammad Usman Mirza; Ghulam Mustafa; Ariane Nunes‐Alves; Tatu Pantsar; Atefeh Saadabadi; Kalaimathy Singaravelu; Michiel Vanmeert,2020,Processes,String A
99,Predicting EGFR mutation status in lung adenocarcinoma on computed tomography image using deep learning,Shuo Wang; Jingyun Shi; Zhaoxiang Ye; Di Dong; Dongdong Yu; Mu Zhou; Ying Liu; Olivier Gevaert; Kun Wang; Yongbei Zhu; Hong-Yu Zhou; Zhenyu Liu; Jie Tian,2019,European Respiratory Journal,String A
100,"The genome of cultivated peanut provides insight into legume karyotypes, polyploid evolution and crop domestication",Weijian Zhuang; Hua Chen; Meng Yang; Jianping Wang; Manish K. Pandey; Chong Zhang; Wen‐Chi Chang; Liangsheng Zhang; Xingtan Zhang; Ronghua Tang; Vanika Garg; Xingjun Wang; Haibao Tang; Chi-Nga Chow; Jinpeng Wang; Ye Deng; Depeng Wang; Aamir W. Khan; Qiang Yang; Tiecheng Cai; Prasad Bajaj; Kangcheng Wu; Baozhu Guo; Xinyou Zhang; Jingjing Li; Fan Liang; Jiang Hu; Boshou Liao; Shengyi Liu; Annapurna Chitikineni; Hansong Yan; Yixiong Zheng; Shihua Shan; Qinzheng Liu; Dongyang Xie; Zhenyi Wang; Shahid Ali Khan; Niaz Ali; Chuanzhi Zhao; Xinguo Li; Ziliang Luo; Shubiao Zhang; Ruirong Zhuang; Ze Peng; Shuaiyin Wang; Gandeka Mamadou; Yuhui Zhuang; Zifan Zhao; Weichang Yu; Faqian Xiong; Weipeng Quan; Mei Yuan; Yu Li; Huasong Zou; Han Xia; Li Zha; Junpeng Fan; Jigao Yu; Wenping Xie; Jiaqing Yuan; Kun Chen; Shanshan Zhao; Wen‐Ting Chu; Yuting Chen; Pengchuan Sun; Fanbo Meng; Tao Zhuo; Yuhao Zhao; Chunjuan Li; Guohao He; Yongli Zhao; Congcong Wang; Polavarapu B. KaviKishor; Rong‐Long Pan; Andrew H. Paterson; Xiyin Wang; Ray Ming; Rajeev K. Varshney,2019,Nature Genetics,String A
101,"Drugging p53 in cancer: one protein, many targets",Ori Hassin; Moshe Oren,2022,Nature Reviews Drug Discovery,String A
102,"Integration of Cloud, Internet of Things, and Big Data Analytics",Gaurav Somani; Xinghui Zhao; Satish Narayana Srirama; Rajkumar Buyya,2018,Software Practice and Experience,String A
103,Gene editing of economic macroalga <i>Neopyropia yezoensis</i> (Rhodophyta) will promote its development into a model species of marine algae,Wang Hong; Xiujun Xie; Wenhui Gu; Zhenbing Zheng; Jintao Zhuo; Zhizhuo Shao; Li Huan; Baoyu Zhang; Jianfeng Niu; Shan Gao; Xulei Wang; Guangce Wang,2024,New Phytologist,String A
104,Signaling pathways involved in colorectal cancer: pathogenesis and targeted therapy,Qing Li; Shan Geng; Hao Luo; Wei Wang; Yaqi Mo; Qing Luo; Lu Wang; Guanbin Song; Jianpeng Sheng; Bo Xu,2024,Signal Transduction and Targeted Therapy,String A
105,Noncoding RNA therapeutics — challenges and potential solutions,Melanie Winkle; Sherien M. El‐Daly; Muller Fabbri; George A. Călin,2021,Nature Reviews Drug Discovery,String A
106,"Myelin in the Central Nervous System: Structure, Function, and Pathology",Christine Stadelmann; Sebastian Timmler; Alonso Barrantes‐Freer; Mikael Simons,2019,Physiological Reviews,String A
107,Genetics and biology of prostate cancer,Guocan Wang; Di Zhao; Denise J. Spring; Ronald A. DePinho,2018,Genes & Development,String A
108,Human iPSC-Derived Natural Killer Cells Engineered with Chimeric Antigen Receptors Enhance Anti-tumor Activity,Ye Li; David Hermanson; Branden S. Moriarity; Dan S. Kaufman,2018,Cell stem cell,String A
109,Adeno-associated virus as a delivery vector for gene therapy of human diseases,Jiang-Hui Wang; Dominic J. Gessler; Wei Zhan; Thomas L. Gallagher; Guangping Gao,2024,Signal Transduction and Targeted Therapy,String A
110,A single nucleotide polymorphism in <i>conz1</i> enhances maize adaptation to higher latitudes,Lishuan Wu; Yameng Liang; Li Guo; Yifan Zhu; Wenchao Qin; Weihao Wu; Hong Jia; Feng Tian,2023,Plant Biotechnology Journal,String A
111,A pan-cancer blueprint of the heterogeneous tumor microenvironment revealed by single-cell profiling,Junbin Qian; Siel Olbrecht; Bram Boeckx; Hanne Vos; Damya Laoui; Emre Etlioglu; Els Wauters; Valentina Pomella; Sara Verbandt; Pieter Busschaert; Ayse Bassez; Amelie Franken; Marlies Vanden Bempt; Jieyi Xiong; Birgit Weynand; Yannick Van Herck; Asier Antoranz; Francesca M. Bosisio; Bernard Thienpont; Giuseppe Floris; Ignace Vergote; Ann Smeets; Sabine Tejpar; Diether Lambrechts,2020,Cell Research,String A
112,Automated assembly scaffolding using RagTag elevates a new tomato system for high-throughput genome editing,Michael Alonge; Ludivine Lebeigle; Melanie Kirsche; Katie Jenike; Shujun Ou; Sergey Aganezov; Xingang Wang; Zachary B. Lippman; Michael C. Schatz; Sebastian Soyk,2022,Genome biology,String A
113,Celebrating 20 Years of Genetic Discoveries in Legume Nodulation and Symbiotic Nitrogen Fixation,Sonali Roy; Wei Liu; Raja Sekhar Nandety; Ashley Crook; Kirankumar S. Mysore; Catalina I. Pislariu; Julia Frugoli; Rebecca Dickstein; Michael K. Udvardi,2019,The Plant Cell,String A
114,Scalable training of artificial neural networks with adaptive sparse connectivity inspired by network science,Decebal Constantin Mocanu; Elena Mocanu; Peter Stone; Phuong H. Nguyen; Madeleine Gibescu; Antonio Liotta,2018,Nature Communications,String A
115,Cancer Neoantigens,Ton N. Schumacher; Wouter Scheper; Pia Kvistborg,2018,Annual Review of Immunology,String A
116,"Cellular mitophagy: Mechanism, roles in diseases and small molecule pharmacological regulation",Yingying Lü; Zhijia Li; Shuangqian Zhang; Tongtong Zhang; Yanjun Liu; Lan Zhang,2023,Theranostics,String A
117,Pan-genome analysis highlights the extent of genomic variation in cultivated and wild rice,Qiang Zhao; Qi Feng; Hengyun Lu; Yan Li; Ahong Wang; Qilin Tian; Qilin Zhan; Yiqi Lu; Lei Zhang; Tao Huang; Yongchun Wang; Danlin Fan; Yan Zhao; Ziqun Wang; Congcong Zhou; Jiaying Chen; Chuanrang Zhu; Wenjun Li; Qijun Weng; Qun Xu; Zi-Xuan Wang; Xinghua Wei; Bin Han; Xuehui Huang,2018,Nature Genetics,String A
118,Antibody drug conjugate: the “biological missile” for targeted cancer therapy,Zhiwen Fu; Shijun Li; Sifei Han; Shi Chen; Yu Zhang,2022,Signal Transduction and Targeted Therapy,String A
119,Practical implementation of DNA methylation and copy-number-based CNS tumor diagnostics: the Heidelberg experience,David Capper; Damian Stichel; Felix Sahm; David Jones; Daniel Schrimpf; Martin Sill; Simone Schmid; Volker Hovestadt; David Reuß; Christian Koelsche; Annekathrin Reinhardt; Annika K. Wefers; Kristin Huang; Philipp Sievers; Azadeh Ebrahimi; Anne Schöler; Daniel Teichmann; Arend Koch; Daniel Hänggi; Andreas Unterberg; Michael Platten; Wolfgang Wick; Olaf Witt; Till Milde; Andrey Korshunov; Stefan M. Pfister; Andreas von Deimling,2018,Acta Neuropathologica,String A
120,"Therapeutic cancer vaccines: advancements, challenges and prospects",Ting Fan; Mingna Zhang; Jingxian Yang; Zhounan Zhu; Wanlu Cao; Chunyan Dong,2023,Signal Transduction and Targeted Therapy,String A
121,"A Systematic Review of the Whale Optimization Algorithm: Theoretical Foundation, Improvements, and Hybridizations",Mohammad H. Nadimi-Shahraki; Hoda Zamani; Zahra Asghari Varzaneh; Seyedali Mirjalili,2023,Archives of Computational Methods in Engineering,String A
122,Classification and mutation prediction based on histopathology H&amp;E images in liver cancer using deep learning,Mingyu Chen; Bin Zhang; Win Topatana; Jiasheng Cao; He-pan Zhu; Sarun Juengpanich; Qijiang Mao; Hong Yu; Xiujun Cai,2020,npj Precision Oncology,String A
123,Clinical use of lentiviral vectors,Michael C. Milone; Una O’Doherty,2018,Leukemia,String A
124,Biologically informed deep neural network for prostate cancer discovery,Haitham Elmarakeby; Justin H. Hwang; Rand Arafeh; Jett Crowdis; Sydney Gang; David Liu; Saud H. AlDubayan; Keyan Salari; Steven Kregel; Camden Richter; Taylor E. Arnoff; Jihye Park; William C. Hahn; Eliezer M. Van Allen,2021,Nature,String A
125,Mega-scale experimental analysis of protein folding stability in biology and design,Kotaro Tsuboyama; Justas Dauparas; Jonathan H. Chen; Élodie Laine; Yasser Mohseni Behbahani; Jonathan J. Weinstein; Niall M. Mangan; Sergey Ovchinnikov; Gabriel J. Rocklin,2023,Nature,String A
126,Deep diversification of an AAV capsid protein by machine learning,Drew Bryant; Ali Bashir; Sam Sinai; Nina Jain; Pierce J. Ogden; Patrick Riley; George M. Church; Lucy J. Colwell; Eric D. Kelsic,2021,Nature Biotechnology,String A
127,Big data in basic and translational cancer research,Peng Jiang; Sanju Sinha; Kenneth Aldape; Sridhar Hannenhalli; S. Cenk Şahinalp; Eytan Ruppin,2022,Nature reviews. Cancer,String A
128,PI3K/AKT/mTOR Signaling Pathway in Breast Cancer: From Molecular Landscape to Clinical Aspects,Daniela Miricescu; Alexandra Totan; Iulia-Ioana Stănescu-Spînu; Silviu Constantin Bădoiu; Constantin Ștefani; Maria Greabu,2020,International Journal of Molecular Sciences,String A
129,RNA delivery by extracellular vesicles in mammalian cells and its applications,Killian P. O’Brien; Koen Breyne; Stefano Ughetto; Louise C. Laurent; Xandra O. Breakefield,2020,Nature Reviews Molecular Cell Biology,String A
130,"ALS Genetics, Mechanisms, and Therapeutics: Where Are We Now?",Rita Mejzini; Loren L. Flynn; Ianthe Pitout; Sue Fletcher; Steve D. Wilton; P. Anthony Akkari,2019,Frontiers in Neuroscience,String A
131,Machine learning for metabolic engineering: A review,Christopher E. Lawson; Jose Manuel Martí; Tijana Radivojević; Sai Vamshi R. Jonnalagadda; Reinhard Gentz; Nathan J. Hillson; Sean Peisert; Joonhoon Kim; Blake A. Simmons; Christopher J. Petzold; Steven W. Singer; Aindrila Mukhopadhyay; Deepti Tanjore; Joshua G. Dunn; Héctor García Martín,2020,Metabolic Engineering,String A
132,Image-based profiling for drug discovery: due for a machine-learning upgrade?,Srinivas Niranj Chandrasekaran; Hugo Ceulemans; Justin D. Boyd; Anne E. Carpenter,2020,Nature Reviews Drug Discovery,String A
133,Genome-wide and high-density CRISPR-Cas9 screens identify point mutations in PARP1 causing PARP inhibitor resistance,Stephen J. Pettitt; Dragomir B. Krastev; Inger Brandsma; Amy Dréan; Feifei Song; Radoslav Aleksandrov; Maria I. Harrell; Malini Menon; Rachel Brough; James Campbell; Jessica Frankum; Michael Ranes; Helen N. Pemberton; Rumana Rafiq; Kerry Fenwick; Amanda Swain; Sebastian Guettler; Jung-Min Lee; Elizabeth M. Swisher; Stoyno Stoynov; Kosuke Yusa; Alan Ashworth; Christopher J. Lord,2018,Nature Communications,String A
134,Multiple pathways for SARS-CoV-2 resistance to nirmatrelvir,Sho Iketani; Hiroshi Mohri; Bruce Culbertson; Seo Jung Hong; Yinkai Duan; Maria I. Luck; Medini K. Annavajhala; Yicheng Guo; Zizhang Sheng; Anne‐Catrin Uhlemann; Stephen P. Goff; Yosef Sabo; Haitao Yang; Alejandro Chavez; David D. Ho,2022,Nature,String A
135,Molecular targeted therapy for anticancer treatment,Hye‐Young Min; Ho‐Young Lee,2022,Experimental & Molecular Medicine,String A
136,Mode of Action of Microbial Biological Control Agents Against Plant Diseases: Relevance Beyond Efficacy,J. Köhl; Rogier Kolnaar; Willem J. Ravensberg,2019,Frontiers in Plant Science,String A
137,Clinical trial design in the era of precision medicine,Elena Fountzilas; Apostolia M. Tsimberidou; Henry Hiep Vo; Razelle Kurzrock,2022,Genome Medicine,String A
138,A Network of Noncoding Regulatory RNAs Acts in the Mammalian Brain,Benjamin Kleaveland; Charlie Y. Shi; Joanna Stefano; David P. Bartel,2018,Cell,String A
139,The antiviral compound remdesivir potently inhibits RNA-dependent RNA polymerase from Middle East respiratory syndrome coronavirus,Calvin J. Gordon; Egor P. Tchesnokov; Joy Y. Feng; Danielle Porter; Matthias Götte,2020,Journal of Biological Chemistry,String A
140,RNA splicing dysregulation and the hallmarks of cancer,Robert K. Bradley; Olga Anczuków,2023,Nature reviews. Cancer,String A
141,"A global perspective on carotenoids: Metabolism, biotechnology, and benefits for nutrition and health",Manuel Rodríguez‐Concepción; Javier Ávalos; M. Luisa Bonet; Albert Boronat; Lourdes Gómez‐Gómez; Dámaso Hornero‐Méndez; M. Carmen Limón; Antonio J. Meléndez‐Martínez; Begoña Olmedilla‐Alonso; Andreu Palou; Joan Ribot; Marı́a J. Rodrigo; Lorenzo Zacarı́as; Changfu Zhu,2018,Progress in Lipid Research,String A
142,Patient-derived xenograft models in cancer therapy: technologies and applications,Yihan Liu; Wantao Wu; Changjing Cai; Hao Zhang; Hong Shen; Ying Han,2023,Signal Transduction and Targeted Therapy,String A
143,Clinical implications of intratumor heterogeneity: challenges and opportunities,Santiago Ramón y Cajal; Marta Sesé; Claudia Capdevila; Trond Aasen; Leticia De Mattos‐Arruda; Salvador J. Díaz‐Cano; Javier Hernández‐Losa; Josep Castellví,2020,Journal of Molecular Medicine,String A
144,"Relationships Between Immune Landscapes, Genetic Subtypes and Responses to Immunotherapy in Colorectal Cancer",Émilie Picard; Chris P. Verschoor; W Kitonyi Grace; Graham Pawelec,2020,Frontiers in Immunology,String A
145,Innovative approaches for cancer treatment: current perspectives and new challenges,Carlotta Pucci; Chiara Martinelli; Gianni Ciofani,2019,ecancermedicalscience,String A
146,Predictive biomarkers for cancer immunotherapy with immune checkpoint inhibitors,Rilan Bai; Zheng Lv; Dongsheng Xu; Jiuwei Cui,2020,Biomarker Research,String A
147,Measuring biological age using omics data,Jarod Rutledge; Hamilton Oh; Tony Wyss‐Coray,2022,Nature Reviews Genetics,String A
148,Regulation of Clathrin-Mediated Endocytosis,Marcel Mettlen; Ping‐Hung Chen; Saipraveen Srinivasan; Gaudenz Danuser; Sandra L. Schmid,2018,Annual Review of Biochemistry,String A
149,"Recent advances in Alzheimer’s disease: mechanisms, clinical trials and new drug development strategies",Jifa Zhang; Yinglu Zhang; Jiaxing Wang; Yilin Xia; Jiaxian Zhang; Lei Chen,2024,Signal Transduction and Targeted Therapy,String A
150,DeepBugs: a learning approach to name-based bug detection,Michael Pradel; Koushik Sen,2018,Proceedings of the ACM on Programming Languages,String A
151,Progress in research on paclitaxel and tumor immunotherapy,Linyan Zhu; Liqun Chen,2019,Cellular & Molecular Biology Letters,String A
152,Editorial: Structural understanding of the functional consequences of missense mutation,Jian Tian; Christopher D. McFarland; Jaie Woodard,2023,Frontiers in Genetics,String A
153,Whole-genome mutagenesis of whiteleg shrimp (Litopenaeus vannamei) by ARTP and analysis of its mutational characteristics,Qiang Fu; Jingxin Zhou; Sheng Luan; Kun Luo; Baolong Chen; Jiawang Cao; Xupeng Li; Qun Xing; Jie Kong; Xianhong Meng,2024,Aquaculture,String A
154,Machine and deep learning methods for radiomics,Michele Avanzo; Lise Wei; Joseph Stancanello; Martin Vallières; Arvind Rao; Olivier Morin; Sarah A. Mattonen; Issam El Naqa,2020,Medical Physics,String A
155,Embracing cancer complexity: Hallmarks of systemic disease,Charles Swanton; Elsa Bernard; Chris Abbosh; Fabrice André; Johan Auwerx; Allan Balmain; Dafna Bar‐Sagi; René Bernards; Susan Bullman; James DeGregori; Catherine Elliott; Ayelet Erez; Gérard I. Evan; Mark A. Febbraio; Andrés Hidalgo; Mariam Jamal‐Hanjani; Johanna A. Joyce; Matthew Kaiser; Katja Lamia; Jason W. Locasale; Sherene Loi; Ilaria Malanchi; Miriam Mérad; Kathryn Musgrave; Ketan Patel; Sergio A. Quezada; Jennifer A. Wargo; Ashani T. Weeraratna; Eileen White; Frank Winkler; John N. Wood; Karen H. Vousden; Douglas Hanahan,2024,Cell,String A
156,Clinical Validation of a Cell-Free DNA Gene Panel,Ju Cheng; Yi Cao; Allison Macleay; Jochen K. Lennerz; Aymen Baig; Ryan P. Frazier; Jesse Lee; Krista Hu; Maciej Pacula; Enrique Meneses; Hayley Robinson; Julie M. Batten; Priscilla K. Brastianos; Rebecca S. Heist; Aditya Bardia; Long P. Le; A. John Iafrate,2019,Journal of Molecular Diagnostics,String A
157,Amelioration of Alzheimer’s disease pathology by mitophagy inducers identified via machine learning and a cross-species workflow,Chenglong Xie; Xu‐Xu Zhuang; Zhangming Niu; Ruixue Ai; Sofie Lautrup; Shuangjia Zheng; Yinghui Jiang; Ruiyu Han; Tanima Sen Gupta; Shuqin Cao; Mariá José Lagartos-Donate; Cui-Zan Cai; Liming Xie; Domenica Caponio; Wenwen Wang; Tomas Schmauck‐Medina; Jianying Zhang; Heling Wang; Guofeng Lou; Xianglu Xiao; Wenhua Zheng; Konstantinos Palikaras; Guang Yang; Kim A. Caldwell; Guy A. Caldwell; Han‐Ming Shen; Hilde Nilsen; Jiahong Lu; Evandro Fei Fang,2022,Nature Biomedical Engineering,String A
158,Engineering organoids,Moritz Hofer; Matthias P. Lütolf,2021,Nature Reviews Materials,String A
159,Molecular Networks of Seed Size Control in Plants,Na Li; Ran Xu; Yunhai Li,2019,Annual Review of Plant Biology,String A
160,"Artificial intelligence in neuro-oncology: advances and challenges in brain tumor diagnosis, prognosis, and precision treatment",Sirvan Khalighi; Kartik Reddy; Abhishek Midya; Krunal Pandav; Anant Madabhushi; Malak Abedalthagafi,2024,npj Precision Oncology,String A
161,Angiogenic signaling pathways and anti-angiogenic therapy for cancer,Zhenling Liu; Huanhuan Chen; Lili Zheng; Li‐Ping Sun; Lei Shi,2023,Signal Transduction and Targeted Therapy,String A
